Source page: http://www.houstontexans.com/team/roster.html,,,,,,,,
name_link,name_link/_text,number,pos_value,ht_number,wt_number,age_number,exp_value,college_value
http://www.houstontexans.com/team/roster/Shane-Lechler/a780939c-c88d-4b15-8f6a-a57fd1f7106e,"Lechler, Shane",9,P,6; 2,237,38,16,Texas A&M
http://www.houstontexans.com/team/roster/Khari-Lee/e5d74ef6-c52d-4c4a-85fa-8aef7bcf0696,"Lee, Khari",86,TE,6; 4,235,23,R,Bowie State
http://www.houstontexans.com/team/roster/Ryan-Mallett/12cf46cb-3a89-4832-9cf3-8a90fe37c4fb,"Mallett, Ryan",15,QB,6; 6,245,27,5,Arkansas
http://www.houstontexans.com/team/roster/Greg-Mancz/dca6cd79-4933-4918-8b39-97f1794702a2,"Mancz, Greg",65,C,6; 4,301,23,R,Toledo
http://www.houstontexans.com/team/roster/Keshawn-Martin/1be67c22-c038-43c5-9489-e5728cf4eb84,"Martin, Keshawn",82,WR,5; 11,194,25,4,Michigan State
http://www.houstontexans.com/team/roster/Mike-McFarland/0fa05eff-07ac-417a-adaf-c5f46379c9a7,"McFarland, Mike",89,TE,6; 5,252,23,R,South Florida
http://www.houstontexans.com/team/roster/Benardrick-McKinney/91e570f8-9345-49f1-b813-4173f6307677,"McKinney, Benardrick",55,ILB,6; 4,246,22,R,Mississippi St.
http://www.houstontexans.com/team/roster/Cameron-McLeod/55cc8a87-43ae-4eab-aeb6-9a4222f02f5c,"McLeod, Cameron",98,DE,6; 5,282,22,R,Ohio U.
http://www.houstontexans.com/team/roster/Whitney-Mercilus/c4731cec-039b-4803-bcf5-71fc689b2665,"Mercilus, Whitney",59,LB,6; 4,258,24,4,Illinois
http://www.houstontexans.com/team/roster/Mike-Mohamed/13873ef4-3ccb-4e19-bb53-efc601191132,"Mohamed, Mike",54,LB,6; 3,238,27,4,California
http://www.houstontexans.com/team/roster/Corey-Moore/06f148e6-55f0-468d-8630-f7f0be307046,"Moore, Corey",43,S,6; 2,206,22,R,Georgia
http://www.houstontexans.com/team/roster/Rahim-Moore/af2e07da-505b-4f56-bda0-a5ce081d9580,"Moore, Rahim",26,FS,6; 1,195,25,5,UCLA
